dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,0.000149,13.000000,0.000199,0.019900,0.995025,49.751244,0.000000
0.020000,0.000945,13.000000,0.000995,0.059701,1.990050,49.751244,0.000000
0.020000,0.002736,13.000000,0.002786,0.119403,2.985075,49.751244,0.000000
0.020000,0.005721,13.000000,0.005771,0.179104,2.985075,0.000000,0.000000
0.020000,0.009900,13.000000,0.009950,0.238806,2.985075,0.000000,0.000000
0.020000,0.015273,13.000000,0.015323,0.298507,2.985075,0.000000,0.000000
0.020000,0.021841,13.000000,0.021891,0.358209,2.985075,-0.000000,0.000000
0.020000,0.029602,13.000000,0.029652,0.417910,2.985075,0.000000,0.000000
0.020000,0.038557,13.000000,0.038607,0.477612,2.985075,-0.000000,0.000000
0.020000,0.048706,13.000000,0.048756,0.537313,2.985075,0.000000,0.000000
0.020000,0.060050,13.000000,0.060100,0.597015,2.985075,0.000000,0.000000
0.020000,0.072587,13.000000,0.072637,0.656716,2.985075,-0.000000,0.000000
0.020000,0.086318,13.000000,0.086368,0.716418,2.985075,0.000000,0.000000
0.020000,0.101244,13.000000,0.101294,0.776119,2.985075,0.000000,0.000000
0.020000,0.117363,13.000000,0.117413,0.835821,2.985075,0.000000,0.000000
0.020000,0.134676,13.000000,0.134726,0.895522,2.985075,-0.000000,0.000000
0.020000,0.153184,13.000000,0.153234,0.955224,2.985075,0.000000,0.000000
0.020000,0.172885,13.000000,0.172935,1.014925,2.985075,0.000000,0.000000
0.020000,0.193781,13.000000,0.193831,1.074627,2.985075,-0.000000,0.000000
0.020000,0.215870,13.000000,0.215920,1.134328,2.985075,0.000000,0.000000
0.020000,0.239154,13.000000,0.239204,1.194030,2.985075,0.000000,0.000000
0.020000,0.263632,13.000000,0.263682,1.253731,2.985075,-0.000000,0.000000
0.020000,0.289303,13.000000,0.289353,1.313433,2.985075,0.000000,0.000000
0.020000,0.316169,13.000000,0.316219,1.373134,2.985075,0.000000,0.000000
0.020000,0.344229,13.000000,0.344279,1.432836,2.985075,-0.000000,0.000000
0.020000,0.373482,13.000000,0.373532,1.492537,2.985075,0.000000,0.000000
0.020000,0.403930,13.000000,0.403980,1.552239,2.985075,0.000000,0.000000
0.020000,0.435572,13.000000,0.435622,1.611940,2.985075,-0.000000,0.000000
0.020000,0.468408,13.000000,0.468458,1.671642,2.985075,0.000000,0.000000
0.020000,0.502438,13.000000,0.502488,1.731343,2.985075,-0.000000,0.000000
0.020000,0.537661,13.000000,0.537711,1.791045,2.985075,0.000000,0.000000
0.020000,0.574079,13.000000,0.574129,1.850746,2.985075,-0.000000,0.000000
0.020000,0.611691,13.000000,0.611741,1.910448,2.985075,0.000000,0.000000
0.020000,0.650497,13.000000,0.650547,1.970149,2.985075,0.000000,0.000000
0.020000,0.690497,13.000000,0.690547,2.029851,2.985075,-0.000000,0.000000
0.020000,0.731691,13.000000,0.731741,2.089552,2.985075,0.000000,0.000000
0.020000,0.774079,13.000000,0.774129,2.149254,2.985075,-0.000000,0.000000
0.020000,0.817661,13.000000,0.817711,2.208955,2.985075,0.000000,0.000000
0.020000,0.862438,13.000000,0.862488,2.268657,2.985075,0.000000,0.000000
0.020000,0.908408,13.000000,0.908458,2.328358,2.985075,0.000000,0.000000
0.020000,0.955572,13.000000,0.955622,2.388060,2.985075,0.000000,0.000000
0.020000,1.003930,13.000000,1.003980,2.447761,2.985075,-0.000000,0.000000
0.020000,1.053482,13.000000,1.053532,2.507463,2.985075,0.000000,0.000000
0.020000,1.104229,13.000000,1.104279,2.567164,2.985075,-0.000000,0.000000
0.020000,1.156169,13.000000,1.156219,2.626866,2.985075,0.000000,0.000000
0.020000,1.209303,13.000000,1.209353,2.686567,2.985075,-0.000000,0.000000
0.020000,1.263632,13.000000,1.263682,2.746269,2.985075,0.000000,0.000000
